,0
6685, 이번에 추가 지급하는 전기차는 현대자동차의 아이오닉. 익스클루시브 모델이다
6686, 세븐일레븐은 내연 기관 차량을 .대의 친환경 전기차로 대체하게 되면서 연간 .톤이 넘는 온실가스 배출량이 줄어들 것으로 전망하고 있다
6687, 최경호 세븐일레븐 대표이사는 .지난 .월 경영을 선포하며 업계 최초로 빨대 없는 컵커피와 무라벨 생수를 출시하고 . 생분해 친환경 봉투를 도입했다
6688,며 .전기차 업무차량 지원 등 임직원 업무환경 개선과 친환경 경영을 위해 더 많은 노력과 투자를 이어가겠다
6689,고 말했다
6690,다
6691,포스코건설이 실생활에서 탄소저감활동을 실천하기 위해 국내 페트병을 재활용한 섬유로 만든 근무복을 입기로 했다
6692, 포스코건설은 지난 .일 .국산 폐 페트병 재생섬유로 만든 친환경 근무복. 제작과 관련해 티케이케미칼 형지엘리트와 업무협약을 체결했다고 .일 밝혔다
6693, 티케이케미칼은 폐 페트병으로 재활용섬유를 생산하고 형지엘리트는 이 섬유로 근무복을 제작한다
6694, 포스코건설과 포스코 계열사인 포스코 포스코 등 .사.는 앞으로 .년간 폐 페트병으로 만든 안전 조끼와 근무복 상의 약 .벌을 구매하기로 했다
6695, 폐 페트병을 원료로 한 화학섬유는 작업복이나 운동복으로 일부 제작됐으나 대부분 일본.대만 등에서 폐 페트병 재생원료를 수입해 사용했다
6696, 국내에선 일반 페트병 수거율은 높은 편이지만 섬유로 재활용할 수 있는 투명 페트병 수거율이 낮아 수입에 의존한 것이다
6697, 최근 국내에서도 투명 페트병 분리수거에 대한 법령이 정비되고 수거량이 늘어나면서 포스코건설은 국내 폐 페트병 재활용률을 높이기 위해 관련 중소기업과 손을 잡았다
6698, 포스코건설 등이 구매하게 될 안전 조끼 .벌은 . 페트병 .개 근무복 상의 .벌은 .개 정도가 필요하다
6699, 안전 조끼와 근무복 .여벌을 만들려면 투명 페트병 약 .만.개를 재활용해야 한다
6700, 포스코건설은 .이만큼의 페트병을 폐기.소각한다고 가정하면 탄소배출량을 .톤을 줄이는 셈이고 이는 .년생 소나무 .그루가 .년간 흡수하는 양과 같다
6701,고 설명했다
6702, 이번 친환경 근무복은 국내 지자체 등에서 수거한 폐 페트병을 사용할 계획이다
6703, 포스코그룹은 국산 폐 페트병 수거부터 섬유생산 근무복 제작까지 국내 자원순환 체계가 정착될 수 있도록 임직원을 대상으로 .투명 페트병 모으기 업사이클링 캠페인.도 함께 진행할 예정이다
6704,다
6705,글로벌 스타트업들도 농업.화학.건설 등 다양한 산업 분야에서 탄소 배출을 줄이기 위한 기술 개발에 뛰어들고 있다
6706, .년 탄소 중립 달성을 위해서는 다양한 신기술이 필요한 만큼 기술 개발에 성공할 경우 글로벌 시장을 선점할 수 있기 때문이다
6707, 기술 개발이 가장 활발한 분야는 대기 중의 이산화탄소를 흡수해 없애는 .탄소 포집. 분야다
6708, 아이슬란드 스타트업 카브픽스는 공기에서 이산화탄소만 모아서 땅속 현무암 지층에 고압으로 주입하는 기술을 개발하고 있다
6709, 영구적으로 이산화탄소를 암석에 가둘 수 있는 기술이다
6710, 미국 카본빌트는 이산화탄소를 석회.에 넣어 강도를 높인 시멘트를 생산해 건설 업체에 공급하고 있다
6711, 농업 분야에서도 탄소 저감이 최대 과제로 떠오르고 있다
6712, 노르웨이 비료 업체 야라는 질소 비료 주원료인 암모니아를 탄소가 배출되는 천연가스 대신 재생에너지를 사용해 생산하고 있다
6713, 이 업체는 또 재생에너지로 생산한 암모니아를 화력발전소나 대형 선박의 연료로 공급할 계획이다
6714, 암모니아는 석탄과 달리 태우는 과정에서 탄소가 발생하지 않는다
6715, 투자금도 몰리고 있다
6716, 미 투자분석업체 모닝스타에 따르면 지난해 탄소 저감 등 친환경 기술 스타트업에 투자하는 펀드에 새로 유입된 자금이 .억달러약 .조원로 .년.억달러보다 .배가량 늘었다
6717,다
6718,대표적인 지구온난화 원인 물질은 이산화탄소와 메탄이다
6719, 그중에서도 메탄으로 인한 온실 효과는 이산화탄소의 약 .배에 달하는 것으로 알려져 있다
6720, 단 메탄은 화학적 산화작용으로 인해 대기 중에 머무는 기간이 .년쯤에 불과하다
6721, 그런데 지난해 대기 중 메탄 농도가 급상승하며 .년 관측을 시작한 이래 최고치를 기록했다
6722, 새로 생기는 메탄의 양이 자연 소멸하는 양보다 훨씬 많았다는 의미다
6723, 지구온난화가 통제 불능의 상태로 접어들고 있다는 의미일 수도 있다
6724, 예를 들어 더 뜨거워진 열대우림의 늪지에서 또 빙하가 녹으면서 메탄이 대기 중으로 방출되기 시작한 것으로 보는 시각도 있다
6725, 지구온난화 문제가 대두될수록 .친환경.이 모든 분야에서 당면 과제가 될 것은 자명하다
6726, .신재생.으로 중국 따돌리려는 바이든 친환경을 추동하는 또 다른 원동력은 패권 다툼이다
6727, 바이든은 트럼프와 달리 친환경을 주장한다
6728, 미국이 석유 패권을 쥐고 있음에도 말이다
6729, 환경을 사랑하는 마음도 있겠지만 그 이상의 계산이 숨어 있을 것이다
6730, 미래의 패권은 .데이터를 지배하는 자.가 소유할 것이다
6731, 이미 데이터를 선점했고 이를 가공할 수 있는 인공지능 분야를 선도하는 측은 미국의 기술 기업들이다
6732, 데이터를 처리하거나 데이터 센터의 설비를 제때 냉각하려면 엄청난 양의 전기가 필요하다
6733, 그 전기를 신재생 에너지 발전으로 충당하려 한다면 어떻게 될까 아마존 구글 등 미국의 기술 기업들은 아프리카 등에서 세계 주요 신재생 발전 기지도 선점해가고 있다
6734, 석탄으로 전기를 만드는 중국 기술 기업들 입장에서는 결과적으로 진입 장벽이 더 높아지게 된다
6735, 세계 선두권 해운 업체들도 선박 연료로 벙커유 이외에 수소나 암모니아를 비롯한 환경 친화적 연료 도입에 긍정적이다
6736, 이 경우 선박에 친환경 엔진을 장착해 개조하는 비용 부담이 생긴다
6737, 이 비용을 감당 못 하는 중소 후발 업체들을 구조 조정하려는 의도가 깔려 있다
6738, 국제에너지기구는 지난달 . 넷 제로 . 에너지 로드맵 보고서를 발표했다
6739, .년까지 세계가 탄소를 배출하는 만큼 흡수해 실질적 탄소 배출량이 .제로.가 되는 .탄소 중립.을 달성하기 위한 제안을 담은 보고서다
6740, 그러나 신재생 발전에서 배터리 한계는 모두가 아는 바다
6741, 더욱이 보조 발전원이 필요하다
6742, 아무리 배터리를 통해 전기를 모아도 태양이나 바람의 양이 요구 수준에 미달하면 지역 경제가 마비되기 때문이다
6743, 또한 신재생 발전소나 연료 전지는 가동률을 떨어뜨려 이용할 수밖에 없는 취약점도 있다
6744, 모두 비용 상승 요인이다
6745, 친환경 수요 급증에 원자력도 .들썩. 결국 친환경 에너지는 비싸지만 써야 할 것 같다
6746, 그런데 한국은 신재생 발전마저 어렵다
6747, 왜냐하면 산이 많아 태양광 패널을 설치할 수 있는 면적이 좁고 바다가 갑자기 깊어져 해상 풍력 발전기를 세우기도 힘들기 때문이다
6748, 신재생으로 가더라도 한국은 일본처럼 여전히 에너지를 수입해야 하는 처지다
6749, 즉 에너지 패권 이동에서 불리한 입장이다
6750, 어떻게 극복할 수 있을까 먼저 생각해 볼 수 있는 비탄소 에너지는 원자력이다
6751, .년 후쿠시마 원전 사태 이후 일본 독일 프랑스 등 원전 의존도가 높았던 국가들이 원자력에서 이탈하려는 움직임을 보였지만 현재 원자력 발전량은 그 이전보다 높아졌다
6752, 중국의 원전 투자가 더 많았기 때문이다
6753, 석탄 발전에서 서둘러 탈피해야 하는 중국은 신재생 에너지 투자에도 공격적이다
6754, 하지만 그것만으로는 역부족이다
6755, 특히 에너지 문제에는 군사적 패권 다툼 문제도 연관돼 있다
6756, .년 미국과 소련이 중거리 핵무기 폐기를 위해 맺은 .중거리 핵전력 조약. .은 트럼프 집권 중인 .년 공식 종료됐다
6757, 조약 체결 당시 주된 위협이 아니었던 중국은 이 조약에서 빠져 있었다
6758, 바이든조차 미국의 청정 에너지 표준에 원자력을 포함시켰다
6759, 먹이가 부족하면 짐승들 간 갈등이 야기되는 것처럼 저성장 속에 군사력에 더 의존하는 분위기다
6760, 일본 정부조차 .년 이상 된 노후 원자로의 재가동을 허가하기 시작했다
6761, 그 결과 우라늄 가격은 최근 급반등했다
6762, 전기차 생산 인프라 서둘러야 한국 입장에서 생각할 수 있는 또 다른 대안은 전기차 생산 인프라 구축이다
6763, 전기를 만들 수 있는 에너지를 수입하는 대신 전기를 사용하는 자동차를 경쟁력 있게 만들면 된다
6764, 기존의 석유 자동차는 위험한 물건으로 여겨졌고 안전을 위해 부품도 엄선된 곳에서 공급받았다
6765, 반면 전기차의 경우 안전 관련 규제가 크게 완화될 수 있다
6766, 왜냐하면 자율 주행을 쉽게 적용할 수 있어 자동차들이 서로 교신하며 실수 없이 안전 거리를 둘 수 있기 때문이다
6767, 이 경우 도로 위에 전동 카트도 달릴 수 있다
6768, 더 소형화되고 저렴해진 모델을 포함해 다양한 전기차가 개발될 것이며 그만큼 수요도 증가할 것이다
6769, 이제 자동차도 쉽고 싸게 만들 수 있는 가전제품이 되어 갈 모양이다
6770, 이미 대만은 테슬라를 위한 부품 공급 기지가 되었다
6771, 삼성전자와 현대차도 그동안의 라이벌 의식을 버리고 협력을 통해 새로운 부가가치 사슬에 참여해야 한다
6772, 능력 있는 정부라면 이런 중재를 통해 성과를 끌어낼 것이다
6773, 영국 중앙은행 총재를 지낸 마크 카니 는 기업들이 탄소 배출 관련 적립금을 준비해야 할 것이라고 예언했고 그 부담에 따른 기업의 부실화를 우려했다
6774, .친환경.은 돌이킬 수 없는 추세이며 그 재원 마련을 위해 탄소를 배출하는 기업들에 세금 부담이 곧 가중될 수밖에 없다고 생각한 것이다
6775, 한국의 굴뚝 산업은 그 한가운데 노출돼 있다
6776, 피할 수 없으면 빨리 변해야 한다
6777, 새로운 산업이 탄생할 때 소재 가격부터 오른다
6778, 최근 리튬을 포함한 배터리 관련 희귀 금속 가격이 급등한 점을 주목해야 한다
6779, 그 매수세가 넘치면서 우라늄 및 수소 관련 에너지 분야에도 영향을 끼치고 있다
6780, 향후 전기차가 다양해지며 수요가 급증할 것임을 반영하는 증거다
6781, 그렇다면 친환경 투자는 아직 늦지 않았다
6782, 개인 투자자 및 한국 정부 모두에게 말이다
6783,다
6784,동물 복지.친환경 계란으로 유명한 미국 기업 바이털 팜은 지난달 .일 소비자들에게 집단소송을 당했다
6785, 이 회사는 닭을 학대하지 않고 키워서 낳은 계란을 판다고 해서 큰 인기를 끌었고 지난해 .월 상장까지 했다
6786, 당시 기업 가치는 .억달러약 .조.억원. 바이털 팜을 고소한 소비자들은 .바이털 팜이 닭에게 사료가 아닌 풀을 먹인다는 점 빼고는 공장형 양계장과 다를 바가 없다는 자료가 나왔다
6787,며 .알을 낳지 않는 수탉은 도살하고 좁은 양계장에서 닭들이 서로 쪼지 못하도록 부리를 깎아냈다
6788,고 주장했다
6789, 친환경 계란으로 홍보해서 일반 계란보다 훨씬 비싸게 팔고 사업을 확장해 소비자와 투자자를 기만했다는 것이다
6790, 기업들이 친환경 콘셉트의 제품과 이미지 캠페인을 앞다퉈 쏟아내고 금융권에선 녹색 채권까지 쏟아내고 있다
6791, 그러나 환경 친화적이라는 홍보와 달리 효과를 과장하거나 아예 거짓으로 기업 이미지를 각색하는 사례가 늘면서 .녹색 거짓말. 일명 .그린워싱 . 주의보가 내려졌다
6792, .친환경 생색내기 주의해야 뉴욕타임스 등 해외 언론이 그린 워싱을 판단하는 기준으로 사용하는 .그린워싱 칠거지악 .에는 .상충된 효과 숨기기. .허위 인증 사용. .근거 없는 주장. .거짓말. 등이 포함됐다
6793, 식음료 다국적기업인 네슬레의 캡슐커피는 이산화탄소 배출량이 연간 .에 달하는 알루미늄 용기를 사용하면서도 지속가능한 알루미늄을 위해 여러 재활용 정책을 펼치고 있다고 홍보해왔다
6794, 이 회사는 지난해까지 알루미늄 용기의 재활용률을 .까지 늘리겠다고 했지만 실제 재활용률은 .에 그쳤다
6795, 코카콜라도 .년에 .년까지 용기의 .를 재활용 플라스틱으로 만들겠다고 했지만 .년까지 그 비율은 .밖에 안됐다
6796, 국내에서도 친환경 제품이나 캠페인이 늘어나면서 소비자들이 그린워싱을 찾아내기 시작했다
6797, 국내 한 화장품 회사가 지난해 내놓은 .페이퍼. 용기는 종이로 만들어진 겉면을 벗겨내면 그 안에 플라스틱 용기가 있었다
6798, 회사 측은 .종이를 써서 기존 용기보다 플라스틱 사용을 절반으로 줄였다
6799,고 했지만 소비자들은 .종이병.이란 모호한 콘셉트로 구매자를 호도했다
6800,고 지적했다
6801, 지난 .월 한 백화점이 선보인 리필 서비스는 .상충효과 숨기기.에 해당된다
6802, 리필을 쉽게 할 수 있도록 만들어 플라스틱 용기 사용은 줄일 수 있지만 소비자들은 리필 제품을 뉴질랜드에서 수입했다는 것을 지적했다
6803, 배나 비행기로 제품을 운송하는 과정에서 상당한 탄소 배출이 발생하기 때문이다
6804, .법적 제재도 안 받는데.기준 모호 금융권에서는 친환경을 표방한 기업들이 발행하는 녹색채권이나 녹색펀드의 그린워싱도 문제가 되고 있다
6805, 이코노미스트는 최근 .지속가능한 금융 상품들이 알고 보면 그린워싱으로 만연하다
6806,며 세계에서 가장 규모가 큰 펀드 .개 중 .곳은 미국 최대 정유사인 엑손에 투자했고 .곳은 아람코 .곳은 중국 석탄 채굴 회사 지분을 갖고 있다고 보도했다
6807, 올해 국내 기업들이 발행한 녹색채권은 .억달러약 .조.억원 규모로 아시아에서 중국에 이어 둘째로 규모가 크다
6808, 하지만 미국 경제매체 블룸버그는 .녹색채권을 발행한 한국 기업들은 대부분 탄소 배출을 많이 하는 굴뚝산업에 속한다
6809,고 꼬집었다
6810, 문제는 기업의 친환경 활동을 감독하고 그린워싱을 밝혀낼 기준이 아직 모호하다는 것이다
6811, 는 그린워싱을 막기 위해 환경적으로 지속 가능한 경제 활동을 업종에 따라 정의하고 판별하는 분류 체계인 .택소노미. 초안을 지난해 마련했고 .년부터 사용할 예정이다
6812, 국내에서도 .한국형 녹색분류체계택소노미.를 마련하고 하반기 중 금융권에 시범 적용한다는 계획을 내놨다
6813, .그린워싱 실제로는 친환경적이지 않지만 마치 친환경적인 것처럼 홍보하는 .위장 환경주의. .년대 말 환경운동가 제이 웨스트밸드가 피지섬에 갔다가 섬의 환경을 오염시키는 호텔의 객실에 .환경보호를 위해 타월을 재사용해달라.라는 안내문이 있는 걸 보고 만들어냈다
6814, 영화나 연극에서 흑인 역할을 분장한 백인이 맡아 흑인의 존재감을 지우는 것을 .화이트 워싱.이라고 부르는 데서 따온 말이다
6815,다
6816,동물 복지.친환경 계란으로 유명한 미국 기업 바이털 팜은 지난달 .일 소비자들에게 집단소송을 당했다
6817, 이 회사는 닭을 학대하지 않고 키워서 낳은 계란을 판다고 해서 큰 인기를 끌었고 지난해 .월 상장까지 했다
6818, 당시 기업 가치는 .억달러약 .조.억원. 바이털 팜을 고소한 소비자들은 .바이털 팜이 닭에게 사료가 아닌 풀을 먹인다는 점 빼고는 공장형 양계장과 다를 바가 없다는 자료가 나왔다
6819,며 .알을 낳지 않는 수탉은 도살하고 좁은 양계장에서 닭들이 서로 쪼지 못하도록 부리를 깎아냈다
6820,고 주장했다
6821, 친환경 계란으로 홍보해서 일반 계란보다 훨씬 비싸게 팔고 사업을 확장해 소비자와 투자자를 기만했다는 것이다
6822, 기업들이 친환경 콘셉트의 제품과 이미지 캠페인을 앞다퉈 쏟아내고 금융권에선 녹색 채권까지 쏟아내고 있다
6823, 그러나 환경 친화적이라는 홍보와 달리 효과를 과장하거나 아예 거짓으로 기업 이미지를 각색하는 사례가 늘면서 .녹색 거짓말. 일명 .그린워싱 . 주의보가 내려졌다
6824, .친환경 생색내기 주의해야 뉴욕타임스 등 해외 언론이 그린 워싱을 판단하는 기준으로 사용하는 .그린워싱 칠거지악 .에는 .상충된 효과 숨기기. .허위 인증 사용. .근거 없는 주장. .거짓말. 등이 포함됐다
6825, 식음료 다국적기업인 네슬레의 캡슐커피는 이산화탄소 배출량이 연간 .에 달하는 알루미늄 용기를 사용하면서도 지속가능한 알루미늄을 위해 여러 재활용 정책을 펼치고 있다고 홍보해왔다
6826, 이 회사는 지난해까지 알루미늄 용기의 재활용률을 .까지 늘리겠다고 했지만 실제 재활용률은 .에 그쳤다
6827, 코카콜라도 .년에 .년까지 용기의 .를 재활용 플라스틱으로 만들겠다고 했지만 .년까지 그 비율은 .밖에 안됐다
6828, 국내에서도 친환경 제품이나 캠페인이 늘어나면서 소비자들이 그린워싱을 찾아내기 시작했다
6829, 국내 한 화장품 회사가 지난해 내놓은 .페이퍼. 용기는 종이로 만들어진 겉면을 벗겨내면 그 안에 플라스틱 용기가 있었다
6830, 회사 측은 .종이를 써서 기존 용기보다 플라스틱 사용을 절반으로 줄였다
6831,고 했지만 소비자들은 .종이병.이란 모호한 콘셉트로 구매자를 호도했다
6832,고 지적했다
6833, 지난 .월 한 백화점이 선보인 리필 서비스는 .상충효과 숨기기.에 해당된다
6834, 리필을 쉽게 할 수 있도록 만들어 플라스틱 용기 사용은 줄일 수 있지만 소비자들은 리필 제품을 뉴질랜드에서 수입했다는 것을 지적했다
6835, 배나 비행기로 제품을 운송하는 과정에서 상당한 탄소 배출이 발생하기 때문이다
6836, .법적 제재도 안 받는데.기준 모호 금융권에서는 친환경을 표방한 기업들이 발행하는 녹색채권이나 녹색펀드의 그린워싱도 문제가 되고 있다
6837, 이코노미스트는 최근 .지속가능한 금융 상품들이 알고 보면 그린워싱으로 만연하다
6838,며 세계에서 가장 규모가 큰 펀드 .개 중 .곳은 미국 최대 정유사인 엑손에 투자했고 .곳은 아람코 .곳은 중국 석탄 채굴 회사 지분을 갖고 있다고 보도했다
6839, 올해 국내 기업들이 발행한 녹색채권은 .억달러약 .조.억원 규모로 아시아에서 중국에 이어 둘째로 규모가 크다
6840, 하지만 미국 경제매체 블룸버그는 .녹색채권을 발행한 한국 기업들은 대부분 탄소 배출을 많이 하는 굴뚝산업에 속한다
6841,고 꼬집었다
6842, 문제는 기업의 친환경 활동을 감독하고 그린워싱을 밝혀낼 기준이 아직 모호하다는 것이다
6843, 는 그린워싱을 막기 위해 환경적으로 지속 가능한 경제 활동을 업종에 따라 정의하고 판별하는 분류 체계인 .택소노미. 초안을 지난해 마련했고 .년부터 사용할 예정이다
6844, 국내에서도 .한국형 녹색분류체계택소노미.를 마련하고 하반기 중 금융권에 시범 적용한다는 계획을 내놨다
6845, .그린워싱 실제로는 친환경적이지 않지만 마치 친환경적인 것처럼 홍보하는 .위장 환경주의. .년대 말 환경운동가 제이 웨스트밸드가 피지섬에 갔다가 섬의 환경을 오염시키는 호텔의 객실에 .환경보호를 위해 타월을 재사용해달라.라는 안내문이 있는 걸 보고 만들어냈다
6846, 영화나 연극에서 흑인 역할을 분장한 백인이 맡아 흑인의 존재감을 지우는 것을 .화이트 워싱.이라고 부르는 데서 따온 말이다
6847,다
6848,급 국제학술지인 .사이언스 어드밴시스 .에 따르면 우리나라는 세계 .위 플라스틱 폐기 국이다
6849, 환경부 자료를 보면 국내 플라스틱 생활 쓰레기는 지난 .년부터 .년간 약 . 증가했다
6850, 이러한 가운데 글로벌 아웃도어 브랜드의 친환경 경영이 눈에 띈다
6851, 노스페이스는 .월 .일 세계 환경의 날을 앞두고 우수한 기능성은 물론 친환경 가치를 갖춘 .노스페이스 에코 티셔츠 컬렉션.을 제안한다
6852, 이번 컬렉션은 산뜻한 색상과 다양한 그래픽 디자인을 적용했다
6853, 항균 기능도 더해 더욱 쾌적하게 착용할 수 있다
6854, 대품 제품 .세이브 더 아일랜드 반팔티.는 제주에서 거둬들인 페트병을 재활용해 만들었다
6855, .리젠 제주. 원사로 제작된 친환경 제품이다
6856, 페트병을 줍는 캐릭터를 비롯해 제주의 자원 순환을 상징하는 드로잉을 색상별로 그려냈다
6857, 제주의 자연을 모티브로 한 컬러 그러데이션 라벨과 넥 테이프가 더해져 청량감을 느낄 수 있다
6858, 색상은 민트 미드나잇 네이비 스카이블루 및 화이트 등 총 .가지 색상이다
6859, .월 .일 양 일간 국내서 개최되는 환경 분야 다자정상회의 . . 서울 정상회의의 성공적 개최를 응원하는 한정판 제품도 출시했다
6860, 또 다른 스테디셀러인 .챌린지 반팔티.는 흡습.속건 기능이 우수하다
6861, 레트병 리사이클링 쿨맥스 소재에 항균 가공이 더해져 아웃도어 활동에서도 쾌적하게 착용할 수 있다
6862, 캠핑 등산 여행 등 .챌린지 반팔티. 고유의 자연 탐험 드로잉과 루즈핏 디자인으로 일상에서도 다양한 스타일과 매칭하기 좋다
6863, 색상은 아이보리 핑크 피스타치오 그린 그레이시 카키 및 블랙 등 총 .가지다
6864, .원 어스 반팔티.는 페트병 리사이클링 소재에 안쪽 면의 매쉬 조직과 항균 효소 가공을 더해 보다 쾌적하게 입을 수 있다
6865, 플라스틱 쓰레기로 고통받는 멸종위기 동물을 모티브로 한 그래픽 디자인을 통해 환경 보호 및 상생에 대한 메시지를 담았다
6866, 오가닉 소재를 적용한 키즈 제품도 함께 출시되어 패밀리룩 연출도 할 수 있다
6867, 색상은 라이트 옐로우 화이트 멜란지 그레이 스모크 블루 및 블랙 등 총 .가지이다
6868, 영원아웃도어 관계자는 .친환경.디자인.기능성의 삼박자를 모두 갖춘 노스페이스 에코 티셔츠 컬렉션과 함께 올여름을 한층 더 쾌적하고 스타일리시하게 보내길 바란다
6869,며 .브랜드 고유의 철학과 혁신적인 기술력을 담아 한층 다양한 친환경 제품군을 꾸준히 선보이면서 소비자가 자연과의 더 나은 공존을 경험할 수 있도록 지속적으로 노력할 예정이다
6870,고 전했다
6871,다
6872,트럭 시장에 친환경차 바람이 불고 있다
6873, 강화되는 환경 규제뿐만은 아니다
6874, 전기.수소차의 효율성이 높아지면서 성능 측면에서도 디젤 트럭을 대체할 수 있게 됐기 때문이다
6875, 독일 다임러 트럭을 이끄는 마틴 다움 회장은 최근 파이낸셜타임스 인터뷰에서 .향후 .년간은 디젤트럭이 여전히 우세하겠지만 .년쯤부터는 수소 트럭이 뚜렷한 성장세를 보일 것.이라고 전망했다
6876, 다임러는 현재 수소 트럭 개발에 집중하고 있다
6877, 한편 마틴 룬스테드 볼보트럭 최고경영자는 지난달 말 전기트럭 .종을 공개하며 .내년부터 본격 양산하며 .년까지 판매 절반을 전기트럭으로 달성할 것.이라고 밝혔다
6878, 두 회사는 전 세계 .위 트럭 업체로 오는 .년까지 .이산화탄소 배출 제로.를 선언했다
6879, .현대차.볼보.테슬라 친환경 트럭 각축전 현대차는 .일 중형 수소트럭 엑시언트 의 .년 버전을 출시했다
6880, 차량 전면부쪽 디자인이 바뀌었고 연료전지 연비 등이 소폭 개선됐다
6881, 엑시언트 수소트럭은 .분 충전으로 . 정도 달릴 수 있다
6882, 현대차는 지난해 엑시언트 를 스위스에 .대 수출했고 .년까지 .대를 공급할 계획이다
6883, 지난달 볼보가 공개한 전기 트럭 .종 일렉트릭은 주행거리가 . 정도다
6884, 볼보 트럭은 .이 정도 주행거리면 유럽 내 수송 수요의 .를 충족할 수 있다
6885,며 .향후 기술 발전에 따라 주행거리가 늘어날 것.이라고 밝혔다
6886, 테슬라는 .년 처음 공개한 전기트럭 세미의 주행 영상을 최근 공개하며 연내 출시 기대감을 키우고 있다
6887, 테슬라 세미는 주행거리가 . . 등 두 가지 버전으로 나올 예정이다
6888, 후발주자인 중국 장성자동차.상하이자동차 등은 막대한 자본을 앞세워 친환경 트럭 개발에 속도를 내고 있다
6889, . 무게의 짐을 싣고 언덕길을 오르려면 막대한 에너지가 필요하다
6890, 현재 중.대형 트럭은 대부분이 가솔린 엔진보다 힘이 센 디젤 엔진을 탑재한 이유다
6891, 중.대형 트럭이 전체 자동차 수에서 차지하는 비율은 .에 불과하지만 수송 부문에서 내뿜는 온실가스 양에서 차지하는 비율은 .에 달한다
6892, 전기.수소트럭은 비슷한 힘을 내면서도 배출가스를 .도 배출하지 않는다
6893, 테슬라 세미는 .을 싣고도 .초 만에 시속 .로 달릴 수 있는 주행 성능을 갖춘 것으로 알려졌다
6894, 성능 면에서 디젤 트럭을 앞선다는 것이다
6895, .트럭이 승용차보다 충전 인프라 확장 쉬워 자동차 업계에서는 . 이하는 전기 트럭이 그 이상은 수소트럭이 각각 차지하며 트럭 시장을 양분할 것으로 보고 있다
6896, 전기.수소차의 최대 약점은 충전 인프라지만 상용차라면 이야기가 달라진다
6897, 트럭은 보통 이동 경로가 정해져 있어 충전소가 고속도로에 띄엄띄엄 설치돼 있어도 괜찮다
6898, 유럽에선 .년까지 전기.수소 충전소가 .곳 정도 필요할 것으로 예측됐는데 이는 유럽 내 주유소 수.만.여곳 대비 현저히 적다
6899, 전기.수소트럭 시장이 본격 개화하면 국내 업체엔 기회가 될 수 있다
6900, 현대차는 이미 수소트럭 양산 단계로 다임러.볼보보다 시장을 선점할 수 있다
6901, 전기트럭은 배터리 탑재량이 최소 .로 승용차.보다 .배 많다
6902, 에너지솔루션 등 배터리 업체들에도 기회인 셈이다
6903,다
6904,제주도의 돌 문화를 집대성한 제주 돌문화공원에 관광열차가 운영된다
6905, .일 제주도에 따르면 제주도가 운영중인 돌문화공원에 .친환경 전기차 설문대할망 힐링열차. 운영에 대한 의견을 받은 결과 응답자의 .가 찬성의사를 밝혔다
6906, 이번 조사는 지난 .일부터 .일까지 돌문화공원 매표소와 홈페이지 구글 사이트 등을 통해 실시했고 모두 .명이 참여했다
6907, 이에 따라 돌문화공원은 문화관광해설사가 함께 친환경 전기차에 탑승해 시설을 관람할 수 있도록 동선을 구성하는 등 관광열차 도입에 필요한 절차에 들어간다고 밝혔다
6908, 돌문화공원은 제주시 조천읍 교래리 일대 .만. 터에 .년 .월부터 올해 초까지 .년 동안 .억원이 투자돼 완공했다
6909, 공원내 전설의 통로돌박물관어머니의 방을 거쳐 다시 전설의 통로까지 . 구간에 친환경 관광열차를 운행하는 방안을 검토하고 있다
6910, 돌문화공원은 오는 .월 초까지 .자동차관리법 시행규칙.에 따른 자동차 튜닝을 진행하는 한편 .자동차 및 자동차부품의 성능과 기준에 관한 규칙.에 근거한 견인장치와 연결장치에 관련된 사항에 대해 교통안전공단 자동차검사소로부터 승인.구조변경 검사절차를 이행할 예정이다
6911, 이와 함께 전기차 명칭을 공모하고 운행동선 탑승장소 정비 안전요원 고용 안전수칙 제정 등 전기차 운영 계획을 .월 중순까지 수립할 계획이다
6912, 오는 .월 말쯤 시운전을 한 뒤 .월부터 본격적으로 운영할 전망이다
6913, 돌문화공원관리소는 올해 시범 운영 과정을 통해 탑승자들의 의견을 수렴하고 미흡한 사항을 보완해 내년에는 확대 운영 여부를 결정할 계획이다
6914, 돌문화공원 관계자는 .관람 동선이 길고 이동수단이 없어 불편하다는 민원이 제기되고 있다
6915, 힐링열차를 시범 도입하는 것은 관광 약자를 배려할 수 있다는 점에서 가치 있다
6916, 돌문화공원이 .만명의 관람객이 방문하는 명소로 가는데 첫 시발점이다
6917,고 밝혔다
6918,다
6919,전기차 배터리 핵심 소재인 리튬은 이달 초 영국 런던 금속거래소에서 .당 .달러에 거래됐다
6920, .년 만에 .배로 뛴 가격이다
6921, 또 다른 배터리 핵심 원료인 코발트와 니켈은 같은 기간 각각 . . 급등했다
6922, 전기차 모터 제조에 쓰이는 희토류 네오디뮴은 . 상승했다
6923, 각국이 탄소 중립을 위해 전기차 보급을 확대하자 필수 광물 수요가 폭증하며 가격이 치솟는 것이다
6924, 전 세계가 전기차 보급 경쟁에 나서고 태양광.풍력발전에 뛰어들면서 신재생 에너지와 전기차 핵심 소재.원료 가격이 급등하고 있다
6925, 태양광 패널에 쓰이는 용융아연도금강 당 가격은 최근 .년간 .배로 뛰어 .만원대다
6926, 풍력발전기의 터빈 날개에 쓰이는 발사나무는 해마다 가격이 배로 뛰고 있다
